STATE_ID|NAME|COUNTY
39|OHIO|BELMONT
39|OHIO|HOCKING
39|OHIO|PIKE
39|OHIO|BROWN
39|OHIO|HOLMES
39|OHIO|PORTAGE
39|OHIO|BUTLER
39|OHIO|HURON
39|OHIO|PREBLE
39|OHIO|CARROLL
39|OHIO|JACKSON
39|OHIO|PUTNAM
39|OHIO|CHAMPAIGN
39|OHIO|JEFFERSON
39|OHIO|RICHLAND
39|OHIO|CLARK
39|OHIO|KNOX
39|OHIO|ROSS
39|OHIO|CLERMONT
39|OHIO|LAKE
39|OHIO|SANDUSKY
39|OHIO|CLINTON
39|OHIO|LAWRENCE
39|OHIO|SCIOTO
39|OHIO|COLUMBIANA
39|OHIO|LICKING
39|OHIO|SENECA
39|OHIO|COSHOCTON
39|OHIO|SHELBY
39|OHIO|CRAWFORD
39|OHIO|LORAIN
39|OHIO|STARK
39|OHIO|CUYAHOGA
39|OHIO|LUCAS
39|OHIO|SUMMIT
39|OHIO|DARKE
39|OHIO|MADISON
39|OHIO|TRUMBULL
39|OHIO|DEFIANCE
39|OHIO|MAHONING
39|OHIO|TUSCARAWAS
39|OHIO|DELAWARE
39|OHIO|MARION
39|OHIO|UNION
39|OHIO|ERIE
39|OHIO|MEDINA
39|OHIO|VAN WERT
39|OHIO|FAIRFIELD
39|OHIO|MEIGS
39|OHIO|VINTON
39|OHIO|FAYETTE
39|OHIO|MERCER
39|OHIO|WARREN
39|OHIO|FRANKLIN
39|OHIO|MIAMI
39|OHIO|WASHINGTON
39|OHIO|FULTON
39|OHIO|MONROE
39|OHIO|WAYNE
39|OHIO|GALLIA
39|OHIO|MONTGOMERY
39|OHIO|WILLIAMS
39|OHIO|GEAUGA
39|OHIO|MORGAN
39|OHIO|WOOD
39|OHIO|GREENE
39|OHIO|MORROW
39|OHIO|WYANDOT
39|OHIO|GUERNSEY
39|OHIO|HAMILTON
40|OKLAHOMA|KAY
40|OKLAHOMA|CIMARRON
40|OKLAHOMA|TEXAS
40|OKLAHOMA|BEAVER
40|OKLAHOMA|HARPER
40|OKLAHOMA|ELLIS
40|OKLAHOMA|ROGER MILLS
40|OKLAHOMA|BECKHAM
40|OKLAHOMA|GREER
40|OKLAHOMA|HARMON
40|OKLAHOMA|JACKSON
40|OKLAHOMA|NOWATA
40|OKLAHOMA|CRAIG
40|OKLAHOMA|OTTAWA
40|OKLAHOMA|MAYES
40|OKLAHOMA|DELAWARE
40|OKLAHOMA|CHEROKEE
40|OKLAHOMA|ADAIR
40|OKLAHOMA|SEQUOYAH
40|OKLAHOMA|LE FLORE
40|OKLAHOMA|PUSHMATAHA
40|OKLAHOMA|MCCURTAIN
40|OKLAHOMA|CHOCTAW
40|OKLAHOMA|WOODS
40|OKLAHOMA|WOODWARD
40|OKLAHOMA|DEWEY
40|OKLAHOMA|CUSTER
40|OKLAHOMA|WASHITA
40|OKLAHOMA|KIOWA
40|OKLAHOMA|TILLMAN
40|OKLAHOMA|ALFALFA
40|OKLAHOMA|MAJOR
40|OKLAHOMA|BLAINE
40|OKLAHOMA|GRANT
40|OKLAHOMA|OSAGE
40|OKLAHOMA|WASHINGTON
40|OKLAHOMA|TULSA
40|OKLAHOMA|ROGERS
40|OKLAHOMA|WAGONER
40|OKLAHOMA|MUSKOGEE
40|OKLAHOMA|MCINTOSH
40|OKLAHOMA|HASKELL
40|OKLAHOMA|PITTSBURG
40|OKLAHOMA|LATIMER
40|OKLAHOMA|COAL
40|OKLAHOMA|ATOKA
40|OKLAHOMA|JOHNSTON
40|OKLAHOMA|MARSHALL
40|OKLAHOMA|BRYAN
40|OKLAHOMA|CARTER
40|OKLAHOMA|JEFFERSON
40|OKLAHOMA|COTTON
40|OKLAHOMA|LOVE
40|OKLAHOMA|CADDO
40|OKLAHOMA|COMANCHE
40|OKLAHOMA|STEPHENS
40|OKLAHOMA|GARVIN
40|OKLAHOMA|MURRAY
40|OKLAHOMA|PONTOTOC
40|OKLAHOMA|HUGHES
40|OKLAHOMA|SEMINOLE
40|OKLAHOMA|OKFUSKEE
40|OKLAHOMA|OKMULGEE
40|OKLAHOMA|CREEK
40|OKLAHOMA|PAWNEE
40|OKLAHOMA|NOBLE
40|OKLAHOMA|GARFIELD
40|OKLAHOMA|KINGFISHER
40|OKLAHOMA|CANADIAN
40|OKLAHOMA|GRADY
40|OKLAHOMA|MCCLAIN
40|OKLAHOMA|CLEVELAND
40|OKLAHOMA|POTTAWATOMIE
40|OKLAHOMA|LINCOLN
40|OKLAHOMA|PAYNE
40|OKLAHOMA|LOGAN
40|OKLAHOMA|OKLAHOMA
41|OREGON|LINCOLN
41|OREGON|BAKER
41|OREGON|HARNEY
41|OREGON|MORROW
41|OREGON|BENTON
41|OREGON|HOOD RIVER
41|OREGON|MULTNOMAH
41|OREGON|CLACKAMAS
41|OREGON|JACKSON
41|OREGON|POLK
41|OREGON|CLATSOP
41|OREGON|JEFFERSON
41|OREGON|SHERMAN
41|OREGON|COLUMBIA
41|OREGON|JOSEPHINE
41|OREGON|TILLAMOOK
41|OREGON|COOS
41|OREGON|KLAMATH
41|OREGON|UMATILLA
41|OREGON|CROOK
41|OREGON|LAKE
41|OREGON|UNION
41|OREGON|CURRY
41|OREGON|LANE
41|OREGON|WALLOWA
41|OREGON|DESCHUTES
41|OREGON|WASCO
41|OREGON|DOUGLAS
41|OREGON|LINN
41|OREGON|WASHINGTON
41|OREGON|GILLIAM
41|OREGON|MALHEUR
41|OREGON|WHEELER
41|OREGON|GRANT
41|OREGON|MARION
41|OREGON|YAMHILL
42|PENNSYLVANIA|PHILADELPHIA
42|PENNSYLVANIA|BUCKS
42|PENNSYLVANIA|ADAMS
42|PENNSYLVANIA|BEDFORD
42|PENNSYLVANIA|ALLEGHENY
42|PENNSYLVANIA|BERKS
42|PENNSYLVANIA|BUTLER
42|PENNSYLVANIA|ARMSTRONG
42|PENNSYLVANIA|BLAIR
42|PENNSYLVANIA|CAMBRIA
42|PENNSYLVANIA|BEAVER
42|PENNSYLVANIA|BRADFORD
42|PENNSYLVANIA|CAMERON
42|PENNSYLVANIA|CARBON
42|PENNSYLVANIA|INDIANA
42|PENNSYLVANIA|PERRY
42|PENNSYLVANIA|CENTRE
42|PENNSYLVANIA|JEFFERSON
42|PENNSYLVANIA|CHESTER
42|PENNSYLVANIA|JUNIATA
42|PENNSYLVANIA|PIKE
42|PENNSYLVANIA|CLARION
42|PENNSYLVANIA|LACKAWANNA
42|PENNSYLVANIA|POTTER
42|PENNSYLVANIA|CLEARFIELD
42|PENNSYLVANIA|LANCASTER
42|PENNSYLVANIA|SCHUYLKILL
42|PENNSYLVANIA|CLINTON
42|PENNSYLVANIA|LAWRENCE
42|PENNSYLVANIA|SNYDER
42|PENNSYLVANIA|COLUMBIA
42|PENNSYLVANIA|LEBANON
42|PENNSYLVANIA|SOMERSET
42|PENNSYLVANIA|CRAWFORD
42|PENNSYLVANIA|LEHIGH
42|PENNSYLVANIA|SULLIVAN
42|PENNSYLVANIA|CUMBERLAND
42|PENNSYLVANIA|LUZERNE
42|PENNSYLVANIA|SUSQUEHANNA
42|PENNSYLVANIA|DAUPHIN
42|PENNSYLVANIA|LYCOMING
42|PENNSYLVANIA|TIOGA
42|PENNSYLVANIA|DELAWARE
42|PENNSYLVANIA|MCKEAN
42|PENNSYLVANIA|UNION
42|PENNSYLVANIA|ELK
42|PENNSYLVANIA|VENANGO
42|PENNSYLVANIA|ERIE
42|PENNSYLVANIA|MIFFLIN
42|PENNSYLVANIA|WARREN
42|PENNSYLVANIA|FAYETTE
42|PENNSYLVANIA|MONROE
42|PENNSYLVANIA|WASHINGTON
42|PENNSYLVANIA|FOREST
42|PENNSYLVANIA|MONTGOMERY
42|PENNSYLVANIA|WAYNE
42|PENNSYLVANIA|FRANKLIN
42|PENNSYLVANIA|MONTOUR
42|PENNSYLVANIA|WESTMORELAND
42|PENNSYLVANIA|FULTON
42|PENNSYLVANIA|NORTHAMPTON
42|PENNSYLVANIA|WYOMING
42|PENNSYLVANIA|GREENE
42|PENNSYLVANIA|NORTHUMBERLAND
42|PENNSYLVANIA|YORK
42|PENNSYLVANIA|HUNTINGDON
42|PENNSYLVANIA|MERCER
44|RHODE ISLAND|BRISTOL
44|RHODE ISLAND|NEWPORT
44|RHODE ISLAND|WASHINGTON
44|RHODE ISLAND|KENT
44|RHODE ISLAND|PROVIDENCE
45|SOUTH CAROLINA|ABBEVILLE
45|SOUTH CAROLINA|DILLON
45|SOUTH CAROLINA|LEXINGTON
45|SOUTH CAROLINA|AIKEN
45|SOUTH CAROLINA|DORCHESTER
45|SOUTH CAROLINA|MCCORMICK
45|SOUTH CAROLINA|ALLENDALE
45|SOUTH CAROLINA|EDGEFIELD
45|SOUTH CAROLINA|MARION
45|SOUTH CAROLINA|ANDERSON
45|SOUTH CAROLINA|FAIRFIELD
45|SOUTH CAROLINA|MARLBORO
45|SOUTH CAROLINA|BAMBERG
45|SOUTH CAROLINA|FLORENCE
45|SOUTH CAROLINA|NEWBERRY
45|SOUTH CAROLINA|BARNWELL
45|SOUTH CAROLINA|GEORGETOWN
45|SOUTH CAROLINA|OCONEE
45|SOUTH CAROLINA|BEAUFORT
45|SOUTH CAROLINA|GREENVILLE
45|SOUTH CAROLINA|ORANGEBURG
45|SOUTH CAROLINA|BERKELEY
45|SOUTH CAROLINA|GREENWOOD
45|SOUTH CAROLINA|PICKENS
45|SOUTH CAROLINA|CALHOUN
45|SOUTH CAROLINA|HAMPTON
45|SOUTH CAROLINA|RICHLAND
45|SOUTH CAROLINA|CHARLESTON
45|SOUTH CAROLINA|HORRY
45|SOUTH CAROLINA|SALUDA
45|SOUTH CAROLINA|CHEROKEE
45|SOUTH CAROLINA|JASPER
45|SOUTH CAROLINA|SPARTANBURG
45|SOUTH CAROLINA|CHESTER
45|SOUTH CAROLINA|KERSHAW
45|SOUTH CAROLINA|SUMTER
45|SOUTH CAROLINA|CHESTERFIELD
45|SOUTH CAROLINA|LANCASTER
45|SOUTH CAROLINA|UNION
45|SOUTH CAROLINA|CLARENDON
45|SOUTH CAROLINA|LAURENS
45|SOUTH CAROLINA|WILLIAMSBURG
45|SOUTH CAROLINA|COLLETON
45|SOUTH CAROLINA|LEE
45|SOUTH CAROLINA|YORK
45|SOUTH CAROLINA|DARLINGTON
46|SOUTH DAKOTA|AURORA
46|SOUTH DAKOTA|BENNETT
46|SOUTH DAKOTA|BROOKINGS
46|SOUTH DAKOTA|BEADLE
46|SOUTH DAKOTA|BON HOMME
46|SOUTH DAKOTA|BROWN
46|SOUTH DAKOTA|BRULE
46|SOUTH DAKOTA|HAMLIN
46|SOUTH DAKOTA|MINER
46|SOUTH DAKOTA|BUFFALO
46|SOUTH DAKOTA|HAND
46|SOUTH DAKOTA|MINNEHAHA
46|SOUTH DAKOTA|BUTTE
46|SOUTH DAKOTA|HANSON
46|SOUTH DAKOTA|MOODY
46|SOUTH DAKOTA|CAMPBELL
46|SOUTH DAKOTA|HARDING
46|SOUTH DAKOTA|PENNINGTON
46|SOUTH DAKOTA|CHARLES MIX
46|SOUTH DAKOTA|HUGHES
46|SOUTH DAKOTA|PERKINS
46|SOUTH DAKOTA|CLARK
46|SOUTH DAKOTA|HUTCHINSON
46|SOUTH DAKOTA|POTTER
46|SOUTH DAKOTA|CLAY
46|SOUTH DAKOTA|HYDE
46|SOUTH DAKOTA|ROBERTS
46|SOUTH DAKOTA|CODINGTON
46|SOUTH DAKOTA|JACKSON
46|SOUTH DAKOTA|SANBORN
46|SOUTH DAKOTA|CORSON
46|SOUTH DAKOTA|JERAULD
46|SOUTH DAKOTA|SHANNON
46|SOUTH DAKOTA|CUSTER
46|SOUTH DAKOTA|JONES
46|SOUTH DAKOTA|SPINK
46|SOUTH DAKOTA|DAVISON
46|SOUTH DAKOTA|KINGSBURY
46|SOUTH DAKOTA|STANLEY
46|SOUTH DAKOTA|DAY
46|SOUTH DAKOTA|LAKE
46|SOUTH DAKOTA|SULLY
46|SOUTH DAKOTA|DEUEL
46|SOUTH DAKOTA|LAWRENCE
46|SOUTH DAKOTA|TODD
46|SOUTH DAKOTA|DEWEY
46|SOUTH DAKOTA|LINCOLN
46|SOUTH DAKOTA|TRIPP
46|SOUTH DAKOTA|DOUGLAS
46|SOUTH DAKOTA|LYMAN
46|SOUTH DAKOTA|TURNER
46|SOUTH DAKOTA|EDMUNDS
46|SOUTH DAKOTA|MCCOOK
46|SOUTH DAKOTA|UNION
46|SOUTH DAKOTA|FALL RIVER
46|SOUTH DAKOTA|MCPHERSON
46|SOUTH DAKOTA|WALWORTH
46|SOUTH DAKOTA|FAULK
46|SOUTH DAKOTA|MARSHALL
46|SOUTH DAKOTA|WASHABAUGH
46|SOUTH DAKOTA|GRANT
46|SOUTH DAKOTA|MEADE
46|SOUTH DAKOTA|YANKTON
46|SOUTH DAKOTA|GREGORY
46|SOUTH DAKOTA|MELLETTE
46|SOUTH DAKOTA|ZIEBACH
46|SOUTH DAKOTA|HAAKON
47|TENNESSEE|DAVIDSON
47|TENNESSEE|CUMBERLAND
47|TENNESSEE|RUTHERFORD
47|TENNESSEE|ANDERSON
47|TENNESSEE|FENTRESS
47|TENNESSEE|LAUDERDALE
47|TENNESSEE|BEDFORD
47|TENNESSEE|FRANKLIN
47|TENNESSEE|LAWRENCE
47|TENNESSEE|BENTON
47|TENNESSEE|GIBSON
47|TENNESSEE|LEWIS
47|TENNESSEE|BLEDSOE
47|TENNESSEE|GILES
47|TENNESSEE|LINCOLN
47|TENNESSEE|BLOUNT
47|TENNESSEE|GRAINGER
47|TENNESSEE|LOUDON
47|TENNESSEE|BRADLEY
47|TENNESSEE|GREENE
47|TENNESSEE|MCMINN
47|TENNESSEE|CAMPBELL
47|TENNESSEE|GRUNDY
47|TENNESSEE|MCNAIRY
47|TENNESSEE|CANNON
47|TENNESSEE|HAMBLEN
47|TENNESSEE|MACON
47|TENNESSEE|CARROLL
47|TENNESSEE|HAMILTON
47|TENNESSEE|MADISON
47|TENNESSEE|CARTER
47|TENNESSEE|HANCOCK
47|TENNESSEE|MARION
47|TENNESSEE|CHEATHAM
47|TENNESSEE|HARDEMAN
47|TENNESSEE|MARSHALL
47|TENNESSEE|CHESTER
47|TENNESSEE|HARDIN
47|TENNESSEE|MAURY
47|TENNESSEE|CLAIBORNE
47|TENNESSEE|HAWKINS
47|TENNESSEE|MEIGS
47|TENNESSEE|CLAY
47|TENNESSEE|HAYWOOD
47|TENNESSEE|MONROE
47|TENNESSEE|COCKE
47|TENNESSEE|HENDERSON
47|TENNESSEE|MONTGOMERY
47|TENNESSEE|COFFEE
47|TENNESSEE|HENRY
47|TENNESSEE|MOORE
47|TENNESSEE|CROCKETT
47|TENNESSEE|HICKMAN
47|TENNESSEE|MORGAN
47|TENNESSEE|HOUSTON
47|TENNESSEE|OBION
47|TENNESSEE|HUMPHREYS
47|TENNESSEE|OVERTON
47|TENNESSEE|DECATUR
47|TENNESSEE|JACKSON
47|TENNESSEE|PERRY
47|TENNESSEE|DEKALB
47|TENNESSEE|JEFFERSON
47|TENNESSEE|PICKETT
47|TENNESSEE|DICKSON
47|TENNESSEE|JOHNSON
47|TENNESSEE|POLK
47|TENNESSEE|DYER
47|TENNESSEE|KNOX
47|TENNESSEE|PUTNAM
47|TENNESSEE|FAYETTE
47|TENNESSEE|LAKE
47|TENNESSEE|RHEA
47|TENNESSEE|ROANE
47|TENNESSEE|STEWART
47|TENNESSEE|WARREN
47|TENNESSEE|ROBERTSON
47|TENNESSEE|SULLIVAN
47|TENNESSEE|WASHINGTON
47|TENNESSEE|SUMNER
47|TENNESSEE|WAYNE
47|TENNESSEE|SCOTT
47|TENNESSEE|TIPTON
47|TENNESSEE|WEAKLEY
47|TENNESSEE|SEQUATCHIE
47|TENNESSEE|TROUSDALE
47|TENNESSEE|WHITE
47|TENNESSEE|SEVIER
47|TENNESSEE|UNICOI
47|TENNESSEE|WILLIAMSON
47|TENNESSEE|SHELBY
47|TENNESSEE|UNION
47|TENNESSEE|WILSON
47|TENNESSEE|SMITH
47|TENNESSEE|VAN BUREN
48|TEXAS|ANDERSON
48|TEXAS|ANDREWS
48|TEXAS|ANGELINA
48|TEXAS|ARANSAS
48|TEXAS|ARCHER
48|TEXAS|ARMSTRONG
48|TEXAS|ATASCOSA
48|TEXAS|AUSTIN
48|TEXAS|BAILEY
48|TEXAS|BANDERA
48|TEXAS|BASTROP
48|TEXAS|BAYLOR
48|TEXAS|BEE
48|TEXAS|BELL
48|TEXAS|BEXAR
48|TEXAS|BLANCO
48|TEXAS|BORDEN
48|TEXAS|BOSQUE
48|TEXAS|BOWIE
48|TEXAS|BRAZORIA
48|TEXAS|BRAZOS
48|TEXAS|BREWSTER
48|TEXAS|BRISCOE
48|TEXAS|BROOKS
48|TEXAS|BROWN
48|TEXAS|BURLESON
48|TEXAS|BURNET
48|TEXAS|CALDWELL
48|TEXAS|CALHOUN
48|TEXAS|CALLAHAN
48|TEXAS|CAMERON
48|TEXAS|CAMP
48|TEXAS|CARSON
48|TEXAS|CASS
48|TEXAS|CASTRO
48|TEXAS|CHAMBERS
48|TEXAS|CHEROKEE
48|TEXAS|CHILDRESS
48|TEXAS|CLAY
48|TEXAS|COCHRAN
48|TEXAS|COKE
48|TEXAS|COLEMAN
48|TEXAS|COLLIN
48|TEXAS|COLLINGSWORTH
48|TEXAS|COLORADO
48|TEXAS|COMAL
48|TEXAS|COMANCHE
48|TEXAS|CONCHO
48|TEXAS|COOKE
48|TEXAS|CORYELL
48|TEXAS|COTTLE
48|TEXAS|CRANE
48|TEXAS|CROCKETT
48|TEXAS|CROSBY
48|TEXAS|CULBERSON
48|TEXAS|DALLAM
48|TEXAS|DALLAS
48|TEXAS|DAWSON
48|TEXAS|DEAF SMITH
48|TEXAS|DELTA
48|TEXAS|DENTON
48|TEXAS|DEWITT
48|TEXAS|DICKENS
48|TEXAS|DIMMIT
48|TEXAS|DONLEY
48|TEXAS|DUVAL
48|TEXAS|EASTLAND
48|TEXAS|ECTOR
48|TEXAS|EDWARDS
48|TEXAS|ELLIS
48|TEXAS|EL PASO
48|TEXAS|ERATH
48|TEXAS|FALLS
48|TEXAS|FANNIN
48|TEXAS|FAYETTE
48|TEXAS|FISHER
48|TEXAS|FLOYD
48|TEXAS|FOARD
48|TEXAS|FORT BEND
48|TEXAS|FRANKLIN
48|TEXAS|FREESTONE
48|TEXAS|FRIO
48|TEXAS|GAINES
48|TEXAS|GALVESTON
48|TEXAS|GARZA
48|TEXAS|GILLESPIE
48|TEXAS|GLASSCOCK
48|TEXAS|GOLIAD
48|TEXAS|GONZALES
48|TEXAS|GRAY
48|TEXAS|GRAYSON
48|TEXAS|GREGG
48|TEXAS|GRIMES
48|TEXAS|GUADALUPE
48|TEXAS|HALE
48|TEXAS|HALL
48|TEXAS|HAMILTON
48|TEXAS|HANSFORD
48|TEXAS|HARDEMAN
48|TEXAS|HARDIN
48|TEXAS|HARRIS
48|TEXAS|HARRISON
48|TEXAS|HARTLEY
48|TEXAS|HASKELL
48|TEXAS|HAYS
48|TEXAS|HEMPHILL
48|TEXAS|HENDERSON
48|TEXAS|HIDALGO
48|TEXAS|HILL
48|TEXAS|HOCKLEY
48|TEXAS|HOOD
48|TEXAS|HOPKINS
48|TEXAS|HOUSTON
48|TEXAS|HOWARD
48|TEXAS|HUDSPETH
48|TEXAS|HUNT
48|TEXAS|HUTCHINSON
48|TEXAS|IRION
48|TEXAS|JACK
48|TEXAS|JACKSON
48|TEXAS|JASPER
48|TEXAS|JEFF DAVIS
48|TEXAS|JEFFERSON
48|TEXAS|JIM HOGG
48|TEXAS|JIM WELLS
48|TEXAS|JOHNSON
48|TEXAS|JONES
48|TEXAS|KARNES
48|TEXAS|KAUFMAN
48|TEXAS|KENDALL
48|TEXAS|KENEDY
48|TEXAS|KENT
48|TEXAS|KERR
48|TEXAS|KIMBLE
48|TEXAS|KING
48|TEXAS|KINNEY
48|TEXAS|KLEBERG
48|TEXAS|KNOX
48|TEXAS|LAMAR
48|TEXAS|LAMB
48|TEXAS|LAMPASAS
48|TEXAS|LA SALLE
48|TEXAS|LAVACA
48|TEXAS|LEE
48|TEXAS|LEON
48|TEXAS|LIBERTY
48|TEXAS|LIMESTONE
48|TEXAS|LIPSCOMB
48|TEXAS|LIVE OAK
48|TEXAS|LLANO
48|TEXAS|LOVING
48|TEXAS|LUBBOCK
48|TEXAS|LYNN
48|TEXAS|MCCULLOCH
48|TEXAS|MCLENNAN
48|TEXAS|MCMULLEN
48|TEXAS|MADISON
48|TEXAS|MARION
48|TEXAS|MARTIN
48|TEXAS|MASON
48|TEXAS|MATAGORDA
48|TEXAS|MAVERICK
48|TEXAS|MEDINA
48|TEXAS|MENARD
48|TEXAS|MIDLAND
48|TEXAS|MILAM
48|TEXAS|MILLS
48|TEXAS|MITCHELL
48|TEXAS|MONTAGUE
48|TEXAS|MONTGOMERY
48|TEXAS|MOORE
48|TEXAS|MORRIS
48|TEXAS|MOTLEY
48|TEXAS|NACOGDOCHES
48|TEXAS|NAVARRO
48|TEXAS|NEWTON
48|TEXAS|NOLAN
48|TEXAS|NUECES
48|TEXAS|OCHILTREE
48|TEXAS|OLDHAM
48|TEXAS|ORANGE
48|TEXAS|PALO PINTO
48|TEXAS|PANOLA
48|TEXAS|PARKER
48|TEXAS|PARMER
48|TEXAS|PECOS
48|TEXAS|POLK
48|TEXAS|POTTER
